title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Harakiri;Harakiri;1962;8.6;Ação;Um velho samurai ronin chega à casa de um senhor feudal e pede um lugar honroso para cometer suicídio. Mas quando o ronin pede um samurai mais jovem que chegou antes, os eventos seguem um curso inesperado.;Em uma era marcada por honra e traição, um velho samurai ronin se apresenta à casa de um poderoso senhor feudal, buscando um último refúgio para seu ato final. Porém, ao solicitar enfrentar um jovem samurai que já se encontra à sua frente, um duelo de destinos se desdobra, revelando segredos obscuros e um confronto épico. Quando a linha entre a vida e a morte se torna tênue, cada espada desenhada pode mudar o curso da história. Prepare-se para uma jornada de redenção e honra em “Caminho do Ronin”.;4
Intocáveis;The Intouchables;2011;8.5;Biografia;Depois de ficar tetraplégico num acidente, um aristocrata contrata um jovem de um bairro pobre para cuidar dele.;Após um trágico acidente que o deixa tetraplégico, um aristocrata se vê aprisionado em sua própria mansão, até que a vida lhe apresenta um jovem audacioso, oriundo de um bairro humilde. Juntos, eles embarcam em uma jornada transformadora, desafiando preconceitos e revelando a verdadeira essência da amizade. Em meio a risos e lágrimas, eles descobrirão que a vida pode ser vivida plenamente, mesmo nas situações mais adversas. Prepare-se para uma história de superação que tocará seu coração e reacenderá sua esperança.;0
Tempos Modernos;Modern Times;1936;8.5;Comédia;Um vagabundo luta para viver na sociedade industrial moderna com a ajuda de uma jovem.;Em meio ao caos da sociedade industrial moderna, um vagabundo solitário trava uma batalha diária pela sobrevivência. Sua vida muda quando uma jovem destemida entra em seu caminho, trazendo esperança e luz em um mundo sombrio. Juntos, eles enfrentam os desafios implacáveis de um sistema indiferente, enquanto buscam um lugar onde possam realmente pertencer. Prepare-se para uma jornada emocionante de resiliência e conexão humana que desafia as barreiras da sociedade.;1
Cinema Paradiso;Cinema Paradiso;1988;8.5;Drama;Um diretor de cinema lembra como, em sua infância, ele se apaixonou pelo cinema de sua cidade e iniciou uma profunda amizade com o projecionista.;Na penumbra de uma sala de cinema antiga, um diretor reflete sobre os ecos de sua infância, quando o brilho da tela grande acendeu uma paixão ardente por histórias. Em meio a sombras e luzes, ele forjou uma amizade inquebrantável com o projecionista, guardião dos sonhos que dançam na escuridão. Juntos, eles desbravaram os segredos da sétima arte, transformando memórias em magia. Agora, ele revive essa jornada emocionante, onde cada quadro revela a beleza e a dor de um amor pelo cinema que nunca se apaga.;3
Era uma Vez no Oeste;Once Upon a Time in the West;1968;8.5;Faroeste;Um misterioso estranhoe se junta com um bandido para proteger a uma viúva.;Em um mundo onde a traição e a desconfiança reinam, um enigmático forasteiro surge das sombras, unindo forças com um astuto bandido. Juntos, eles se tornam os guardiões de uma viúva, cujo coração carrega segredos que podem mudar tudo. À medida que o perigo se aproxima, lealdades serão testadas e escolhas fatais terão que ser feitas. Prepare-se para uma jornada intensa de coragem, amor e redenção, onde o destino de todos está em jogo.;1
Janela Indiscreta;Rear Window;1954;8.5;Mistério;Um fotógrafo em uma cadeira de rodas espiona seus vizinhos pela janela de seu apartamento e está convencido de que um deles cometeu um assassinato.;Em um mundo onde a curiosidade se transforma em obsessão, um fotógrafo confinado a uma cadeira de rodas torna-se um vigilante solitário, espiando os segredos obscuros de seus vizinhos através da janela de seu apartamento. À medida que uma sombra de desconfiança se instala, ele se convence de que um deles esconde um terrível crime: um assassinato brutal. Em uma trama de tensão insuportável, a linha entre a verdade e a paranoia se desfoca, levando-o a um confronto mortal com o desconhecido. Prepare-se para uma jornada de suspense que revelará que, às vezes, o maior perigo está mais perto do que se imagina.;2
Alien - O 8º Passageiro;Alien;1979;8.5;Terror;Depois que um navio mercante do espaço percebe uma transmissão desconhecida como uma chamada de socorro, encontra um dos tripulantes atacado por um misterioso modo de vida, e logo percebem que seu ciclo de vida simplesmente começou.;Em meio ao vasto silêncio do cosmos, um navio mercante recebe uma transmissão desesperada, ecoando como um grito de socorro perdido nas estrelas. Ao investigar, a tripulação se depara com um dos seus, brutalmente atacado por uma forma de vida enigmática que acaba de despertar. À medida que o horror se desenrola, eles percebem que este ciclo de vida não é apenas um começo, mas o prenúncio de um pesadelo intergaláctico. A luta pela sobrevivência se torna uma corrida contra o tempo, enquanto sombras mortais se aproximam, prontas para devorar tudo em seu caminho.;0
Luzes da Cidade;City Lights;1931;8.5;Comédia;Com a ajuda de um homem rico, bêbado e imprevisível, um vagabundo ingênuo que se apaixonou por uma florista cega tenta conseguir dinheiro para fornecer ajuda médica.;Em um mundo marcado pela desilusão e pela luta pela sobrevivência, um vagabundo ingênuo se vê enredado em uma jornada desesperada por amor e redenção. Com a ajuda de um homem rico, mas imprevisível e atormentado pelo álcool, ele embarca em uma odisséia repleta de desafios, movido apenas pela esperança de salvar a florista cega que conquistou seu coração. Em meio a reviravoltas emocionantes e escolhas arriscadas, eles descobrirão que a verdadeira riqueza está nas conexões humanas que desafiam as adversidades. Prepare-se para uma história que tocará sua alma e revelará o poder do amor em tempos sombrios.;0
Apocalypse Now;Apocalypse Now;1979;8.4;Drama;Um oficial do exército dos Estados Unidos no Vietnã é encarregado de assassinar a um coronel que acredita ser um deus.;No coração da selva vietnamita, um oficial do exército dos Estados Unidos se vê diante de uma missão aterradora: eliminar um coronel que se autoproclama uma divindade. À medida que a linha entre a realidade e a loucura se dissolve, ele deve confrontar não apenas seu inimigo, mas também os demônios que habitam sua própria mente. Em uma batalha épica de crenças e sobrevivência, a verdade se revela em meio ao caos. Prepare-se para uma jornada de sacrifícios e revelações que desafiarão tudo o que você conhece sobre poder e fé.;1
Amnésia;Memento;2000;8.4;Mistério;Um homem com perda da memória de curto prazo tenta investigar o homicídio da sua esposa.;Em um mundo onde as lembranças se dissipam como fumaça, um homem atormentado pela perda da memória de curto prazo mergulha em uma busca desesperada pela verdade. À medida que os fragmentos de seu passado se entrelaçam com o mistério do homicídio de sua amada esposa, cada pista revelada o empurra para um abismo de revelações perturbadoras. Com o tempo contra ele e os fantasmas do passado ameaçando sua sanidade, ele precisa desvendar a trama obscura antes que a escuridão o consuma completamente. A busca pela verdade se torna uma luta pela sobrevivência em um jogo mortal de lembranças e segredos.;2
Django Livre;Django Unchained;2012;8.4;Drama;Com a ajuda de um caçador de recompensas alemão, um escravo libertado sai para resgatar sua esposa de um brutal dono de uma plantação no Mississipi.;Em uma terra marcada pela opressão e pela dor, um homem que conquistou sua liberdade se une a um astuto caçador de recompensas alemão. Juntos, eles enfrentam os horrores de um sistema injusto, determinado a resgatar a alma amada das garras de um cruel proprietário de plantação no profundo Mississippi. Em uma jornada repleta de coragem e sacrifício, eles desafiarão o destino em busca de amor e redenção. Prepare-se para uma odisséia que reescreve as regras da luta pela liberdade!;1
Os Caçadores da Arca Perdida;Indiana Jones and the Raiders of the Lost Ark;1981;8.4;Ação;Em 1936 o archeologista e aventurero Indiana Jones é contratado pelo governo dos Estados Unidos para procurar pelo Pacto da Arca, antes que os nazis o tenham primeiro.;Em 1936, o destemido arqueólogo e aventureiro Indiana Jones é convocado pelo governo dos Estados Unidos para uma missão que transcende o tempo e a história: encontrar o lendário Pacto da Arca. Enquanto os nazistas se lançam em uma busca implacável por poder absoluto, a corrida contra o relógio se transforma em uma batalha épica entre o bem e o mal. Prepare-se para mergulhar em um mundo repleto de perigos, mistérios e revelações que mudarão o destino da humanidade. A aventura começa agora, e o futuro da civilização está em jogo!;4
WALL·E;WALL·E;2008;8.4;Animação;Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.;Em um futuro distópico, onde a esperança parece perdida, um diminuto robô embarca em uma jornada épica, enfrentando desafios inimagináveis. Cada passo que dá pode mudar o destino da humanidade para sempre. Prepare-se para uma aventura repleta de emoção, coragem e sacrifício, onde a sobrevivência da raça humana está nas mãos de um herói inesperado. O futuro é mais frágil do que se imagina, e a última chance de redenção pode ser encontrada em uma pequena máquina.;1
A Vida dos Outros;The Lives of Others;2006;8.4;Drama;Em 1984, em Berlim Oriental, um agente da polícia secreta que cuida de um escritor e sua mulher se vê cada vez mais absorvido em suas vidas.;No coração de uma Berlim Oriental em 1984, um agente da temida polícia secreta se infiltra nas vidas de um escritor e sua intrigante esposa. À medida que os limites entre dever e desejo se desfazem, ele se vê preso em um labirinto de segredos e emoções. O que começa como uma vigilância se transforma em uma obsessão avassaladora, desafiando suas lealdades e sua própria identidade. Em um mundo onde a liberdade é um sonho distante, até onde ele irá para proteger aqueles que aprendeu a amar?;0
Crepúsculo dos Deuses;Sunset Blvd.;1950;8.4;Drama;Um roteirista estabelece uma relação com uma fracasada estrela de cinema que quer voltar aos filmes.;Em meio às luzes ofuscantes de Hollywood, um roteirista solitário encontra inspiração em uma estrela decadente, que sonha em ressurgir das sombras da fama perdida. Juntos, eles embarcam em uma jornada de redenção e autodescoberta, onde o amor e a ambição colidem em um cenário de glamour e desespero. Enquanto ela luta para recuperar seu lugar sob os holofotes, segredos do passado ameaçam desmoronar seus sonhos. Será que o poder da criatividade pode salvar não apenas uma carreira, mas também um coração quebrado?;0
Glória Feita de Sangue;Paths of Glory;1957;8.4;Drama;Depois de se recusar a atacar uma posição inimiga, um general acusa os soldados da covardia e seu comandante deve defendê-los.;Em meio ao caos da guerra, um general implacável lança duras acusações de covardia contra seus soldados, após um ato de bravura que desafia as ordens. Com a honra em jogo e a moral da tropa em declínio, seu comandante se vê em uma luta desesperada para proteger não apenas a integridade de seus homens, mas também seu próprio legado. A batalha se intensifica, e as verdadeiras faces da coragem e do sacrifício emergem nas sombras do campo de batalha. Em um confronto épico entre dever e lealdade, quem prevalecerá na busca pela verdade?;4
